Date,Product,Region,Sales,Profit
2025-04-06,Laptop,North,160.23651069988713,24.41525699796248
2025-04-07,Accessory,West,2058.102100643913,221.79318243137683
2025-04-08,Laptop,South,3935.129373267349,1146.0048439391028
2025-04-09,Laptop,East,535.5602322180615,122.22315945071036
2025-04-10,Laptop,East,1318.587329536497,469.80570536887586
2025-04-11,Smartphone,West,1006.9311203244471,390.45294234019656
2025-04-12,Laptop,East,975.0348906472707,181.51119663053123
2025-04-13,Accessory,South,269.2142666626545,95.63261119195191
2025-04-14,Tablet,South,3706.390960131793,699.2288041057881
2025-04-15,Accessory,North,,77.68933750811567
2025-04-16,Smartphone,North,2434.4732995505165,702.1843994017629
2025-04-17,Accessory,East,,964.0459213192133
2025-04-18,Laptop,West,1815.5672431737637,305.27643694456594
2025-04-19,Tablet,East,4613.279191309135,560.1836715093084
2025-04-20,Laptop,South,3146.3725487610814,948.6257875380982
2025-04-21,Tablet,West,3911.1788174391654,1477.8570854220336
2025-04-22,Accessory,West,,1080.4812615306162
2025-04-23,Laptop,West,1040.7389331043753,113.48888240234146
2025-04-24,Laptop,North,3073.3193582169824,434.397957980468
2025-04-25,Tablet,South,2434.7729447675865,269.786664250552
2025-04-26,Tablet,North,3050.4338103729997,825.5977367476055
2025-04-27,Accessory,East,268.5807167736116,32.22012867971256
2025-04-28,Tablet,West,1347.0593629351126,523.1504207396072
2025-04-29,Tablet,North,3145.4648578703304,1046.6539706583337
2025-04-30,Tablet,North,3593.2290805342486,1307.8789280916046
2025-05-01,Tablet,West,1956.7568121869306,599.1776000316925
2025-05-02,Laptop,East,4087.321984743621,1466.3416832755422
2025-05-03,Laptop,South,2291.2787778535526,448.8162227367425
2025-05-04,Tablet,East,579.3748035313597,71.30690087181812
2025-05-05,Accessory,East,4283.622954359134,
2025-05-06,Smartphone,South,4716.777162571982,1560.645696376619
2025-05-07,Smartphone,North,2120.088051857621,212.82557403868825
2025-05-08,Smartphone,East,3212.10988233306,1225.4792168613608
2025-05-09,Tablet,East,2278.435796496743,657.3220992667408
2025-05-10,Laptop,North,4843.2161055275665,888.2123715902151
2025-05-11,Laptop,East,801.0557114351957,239.4720057847663
2025-05-12,Laptop,West,1844.1973087826445,638.2443676787911
2025-05-13,Smartphone,West,529.0653794615934,185.22993910133565
2025-05-14,Smartphone,South,1059.114690444495,305.61840653538496
